id,rating,Reviews
437,,"Ugh, performance is awesome but lacks critical features :'("
438,5,I love it
439,,Brilliant!
440,,"""A MESS""!!!"
441,,"Nice, some content was found but unavailable!"
442,,Nifty little device
443,,Best Toy Ever!
444,,excellent
445,,Message to Time Warner Cable:  Cutting the Cord and setting it on Fire!
446,,Wow!! Buy this Immediately!!
447,,"Great device, but needs an SD card slot"
448,2,No Off Button
449,,Good but need some improvements..
450,,"Amazing cosmic powers, itty-bitty box"
451,5,Love Our FireTV: Voice Search Will Totally SPOIL You
452,,A good start but not yet better than the Roku
453,,"Easy to use, slick interface, and very responsive. Very happy with purchase."
454,,Looses the network overnight every night.
455,4,"because I like it, but feel it's overpriced"
456,5,Charger has worked well for charging my Voyage. Comes ...
457,5,I'm very glad that I made this purchase
458,2,Two Stars
459,1,It DOESN'T Work One person found this helpful. Was this review helpful to you Yes No
460,5,First rate - high quality!!
461,5,Regulated USB Power Supply One person found this helpful. Was this review helpful to you Yes No
462,2,Two Stars
463,5,Hard to go wrong with a wall charger purchase
464,1,Only lasts for less than 1 year!
465,4,It is a pretty large charger though and doesn't fit in the kindle ...
466,5,Five Stars
467,3,Adequate
468,2,5W or 5V 1A
469,5,Must have!
470,5,Must have! One person found this helpful. Was this review helpful to you Yes No
471,5,Great Charger. One person found this helpful. Was this review helpful to you Yes No
472,5,First rate - high quality!! One person found this helpful. Was this review helpful to you Yes No
473,4,No Problems So Far!
474,5,A great choice for a good looking and durable case to protect the new 7 Fire tablet
475,2,Save your money.....
476,5,Five Stars
477,4,This case is very well made and sturdy. It perfectly matches the color of the tablet
478,4,Looks nice
479,3,Doesn't hold up to description price too high for what it is
480,5,Perfect new Case/Cover for the new 7 Kindle.
481,5,Nice and sturdy case!
482,3,"This case is overall quite nice, but has started to peel apart on the ..."
483,5,Great Cover
484,5,Very nice shade of blue
485,5,Good quality case.
486,5,Great protection and looks great
487,5,Five Stars
488,1,It was recommended on the tablet page
489,5,Accessories that complment my device
490,1,Flimsy Unstable Cover. Don't buy it.
491,1,Huge step down from the older version
492,5,Great case for a great Tablet!
493,1,25 for a case for a product that costs 50 ...
494,2,Stand wears out quickly One person found this helpful. Was this review helpful to you Yes No
495,4,I liked the case but unfortunately I purchased the wrong one ...
496,5,Fire 7 in Colors One person found this helpful. Was this review helpful to you Yes No
497,2,there is no comfortable way to hold it and it doesn't stand up ... One person found this helpful. Was this review helpful to you Yes No
498,4,Good looking and works well
499,5,Five Stars One person found this helpful. Was this review helpful to you Yes No
500,5,I like my Amazon Fire Tablet case
501,4,"New Kindle Buyer Thinking about Nook Read on ... 15,"
502,5,"Do you just want to read a book Than this is the kindle for you! 4,"
503,5,Your Kindle has an email address. Use it!
504,5,So far I love it! Has features even my Fire HD doesn't have.
505,,Know what you are buying!!!!
506,,Detailed Review of the Kindle
507,,Good Value at 79 with a Few Nits
508,,"Great entry level reader 4,304 people found this helpful. Was this review helpful to you Yes No"
509,,Do you just want to read a book Than this is the kindle for you!
510,,New Kindle Buyer Thinking about Nook Read on ...
511,,Great entry level reader
512,,"Best Kindle So Far 2,711 people found this helpful. Was this review helpful to you Yes No"
513,,"New Kindle Buyer Thinking about Nook Read on ... 15,335 people found this helpful. Was this review helpful to you Yes No"
514,,"Do you just want to read a book Than this is the kindle for you! 4,582 people found this helpful. Was this review helpful to you Yes No"
515,,Best Kindle So Far
516,,"Best Kindle So Far 2,712 people found this helpful. Was this review helpful to you Yes No"
517,,"New Kindle Buyer Thinking about Nook Read on ... 15,334 people found this helpful. Was this review helpful to you Yes No"
518,,"The most compact Kindle yet. Extremely legible display, snappy performance"
519,,Facts to Consider when Buying This Kindle Instead of Others
520,,Fantastic device - pick your Kindle!
521,4,A nice case that works well to protect your tablet!
522,1,Don't waste your money on this
523,5,A nice accessory for the Fire HD 8
524,2,Cover material is very disappointing.
525,4,"Works and looks fine, but spendy and a dirt sponge."
526,3,Yes and no
527,2,Worth it to buy the cover.
528,4,good protection
529,3,Pricey One person found this helpful. Was this review helpful to you Yes No
530,4,"it's a nice color, it fits the fire8 very well One person found this helpful. Was this review helpful to you Yes No"
531,5,you need to remove the case to access the SD slot) this is a good thing. All in all I am impressed with ...
532,4,Just fine
533,3,"Not crazy about this, TBH"
534,3,Huge design Flaw
535,2,Just Bad
536,5,An excellent choice for a good looking and durable case to protect Amazon's new Fire HD 8 tablet
537,5,My Fire HD 8 fits securely in this attractive case
538,5,Very complimentary to the new Fire HD 8
539,3,"Disappointing performance...despite good price, size, and features 2,"
540,5,"Simply Put: Great Value, Great Tablet! 2,"
541,3,"Disappointed First Impressions 1,"
542,5,Great case!
543,5,Excellent product
544,5,Five Stars
545,4,Does the job but too expensive
546,5,Five Stars One person found this helpful. Was this review helpful to you Yes No
547,5,Five Stars
548,4,Four Stars
549,5,Great buy
550,5,I brought this for my 5 year old GranAngel ...
551,4,Great!
552,5,Great for kids
553,5,Great case! One person found this helpful. Was this review helpful to you Yes No
554,3,didn't like
555,4,"I had low expectations, but I was pleasantly surprised."
556,5,"Insanely good budget tablet 1,"
557,5,This tablet is AMAZING!
558,5,"Great value for the price, I'm pleased"
559,4,Fantastic tablet for the price
560,5,"Unreal performance for 99! I couldn't be happier. 6,"
561,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 11,"
562,5,"HD Fire 6 is great for the price! 3,"
563,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,108 people found this helpful. Was this review helpful to you Yes No"
564,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,058 of 10,364 people found this helpful. Was this review helpful to you Yes No"
565,5,"Unreal performance for 99! I couldn't be happier. 5,856 people found this helpful. Was this review helpful to you Yes No"
566,,"HD Fire 6 is great for the price! 3,563 people found this helpful. Was this review helpful to you Yes No"
567,,"HD Fire 6 is great for the price! 3,532 people found this helpful. Was this review helpful to you Yes No"
568,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,151 people found this helpful. Was this review helpful to you Yes No"
569,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,149 people found this helpful. Was this review helpful to you Yes No"
570,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,159 people found this helpful. Was this review helpful to you Yes No"
571,,"HD Fire 6 is great for the price! 3,557 people found this helpful. Was this review helpful to you Yes No"
572,,"HD Fire 6 is great for the price! 3,524 of 3,721 people found this helpful. Was this review helpful to you Yes No"
573,,"HD Fire 6 is great for the price! 3,536 people found this helpful. Was this review helpful to you Yes No"
574,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,162 people found this helpful. Was this review helpful to you Yes No"
575,,"Unreal performance for 99! I couldn't be happier. 5,835 people found this helpful. Was this review helpful to you Yes No"
576,,"HD Fire 6 is great for the price! 3,553 people found this helpful. Was this review helpful to you Yes No"
577,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,098 people found this helpful. Was this review helpful to you Yes No"
578,,"Unreal performance for 99! I couldn't be happier. 5,809 people found this helpful. Was this review helpful to you Yes No"
579,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,065 people found this helpful. Was this review helpful to you Yes No"
580,5,"HD Fire 6 is great for the price! 3,577 people found this helpful. Was this review helpful to you Yes No"
581,,"Unreal performance for 99! I couldn't be happier. 5,826 people found this helpful. Was this review helpful to you Yes No"
582,5,"HD Fire 6 is great for the price! 3,570 people found this helpful. Was this review helpful to you Yes No"
583,,"Unreal performance for 99! I couldn't be happier. 5,782 of 5,973 people found this helpful. Was this review helpful to you Yes No"
584,5,"HD Fire 6 is great for the price! 3,568 people found this helpful. Was this review helpful to you Yes No"
585,,"Unreal performance for 99! I couldn't be happier. 5,812 people found this helpful. Was this review helpful to you Yes No"
586,,"HD Fire 6 is great for the price! 3,560 people found this helpful. Was this review helpful to you Yes No"
587,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,180 people found this helpful. Was this review helpful to you Yes No"
588,,"HD Fire 6 is great for the price! 3,544 people found this helpful. Was this review helpful to you Yes No"
589,5,"Unreal performance for 99! I couldn't be happier. 5,849 people found this helpful. Was this review helpful to you Yes No"
590,5,"Unreal performance for 99! I couldn't be happier. 5,842 people found this helpful. Was this review helpful to you Yes No"
591,,"HD Fire 6 is great for the price! 3,561 people found this helpful. Was this review helpful to you Yes No"
592,,"Unreal performance for 99! I couldn't be happier. 5,781 of 5,972 people found this helpful. Was this review helpful to you Yes No"
593,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,143 people found this helpful. Was this review helpful to you Yes No"
594,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,135 people found this helpful. Was this review helpful to you Yes No"
595,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,179 people found this helpful. Was this review helpful to you Yes No"
596,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,154 people found this helpful. Was this review helpful to you Yes No"
597,5,"Unreal performance for 99! I couldn't be happier. 5,870 people found this helpful. Was this review helpful to you Yes No"
598,5,"HD Fire 6 is great for the price! 3,565 people found this helpful. Was this review helpful to you Yes No"
599,5,"Unreal performance for 99! I couldn't be happier. 5,865 people found this helpful. Was this review helpful to you Yes No"
600,,"HD Fire 6 is great for the price! 3,539 people found this helpful. Was this review helpful to you Yes No"
601,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,206 people found this helpful. Was this review helpful to you Yes No"
602,5,"HD Fire 6 is great for the price! 3,566 people found this helpful. Was this review helpful to you Yes No"
603,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,217 people found this helpful. Was this review helpful to you Yes No"
604,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,167 people found this helpful. Was this review helpful to you Yes No"
605,,"Unreal performance for 99! I couldn't be happier. 5,827 people found this helpful. Was this review helpful to you Yes No"
606,5,"HD Fire 6 is great for the price! 3,555 people found this helpful. Was this review helpful to you Yes No"
607,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,199 people found this helpful. Was this review helpful to you Yes No"
608,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,145 people found this helpful. Was this review helpful to you Yes No"
609,,"HD Fire 6 is great for the price! 3,551 people found this helpful. Was this review helpful to you Yes No"
610,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,171 people found this helpful. Was this review helpful to you Yes No"
611,,"Unreal performance for 99! I couldn't be happier. 5,825 people found this helpful. Was this review helpful to you Yes No"
612,5,"Unreal performance for 99! I couldn't be happier. 5,873 people found this helpful. Was this review helpful to you Yes No"
613,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,092 people found this helpful. Was this review helpful to you Yes No"
614,5,"HD Fire 6 is great for the price! 3,563 people found this helpful. Was this review helpful to you Yes No"
615,5,"Unreal performance for 99! I couldn't be happier. 5,841 people found this helpful. Was this review helpful to you Yes No"
616,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,161 people found this helpful. Was this review helpful to you Yes No"
617,5,"HD Fire 6 is great for the price! 3,579 people found this helpful. Was this review helpful to you Yes No"
618,5,"HD Fire 6 is great for the price! 3,569 people found this helpful. Was this review helpful to you Yes No"
619,5,"Unreal performance for 99! I couldn't be happier. 5,866 people found this helpful. Was this review helpful to you Yes No"
620,5,"HD Fire 6 is great for the price! 3,564 people found this helpful. Was this review helpful to you Yes No"
621,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,130 people found this helpful. Was this review helpful to you Yes No"
622,5,"HD Fire 6 is great for the price! 3,576 people found this helpful. Was this review helpful to you Yes No"
623,,"HD Fire 6 is great for the price! 3,547 people found this helpful. Was this review helpful to you Yes No"
624,5,"Unreal performance for 99! I couldn't be happier. 5,854 people found this helpful. Was this review helpful to you Yes No"
625,,"Unreal performance for 99! I couldn't be happier. 5,831 people found this helpful. Was this review helpful to you Yes No"
626,,"Unreal performance for 99! I couldn't be happier. 5,833 people found this helpful. Was this review helpful to you Yes No"
627,,"Unreal performance for 99! I couldn't be happier. 5,784 people found this helpful. Was this review helpful to you Yes No"
628,,"HD Fire 6 is great for the price! 3,542 people found this helpful. Was this review helpful to you Yes No"
629,,"Unreal performance for 99! I couldn't be happier. 5,799 people found this helpful. Was this review helpful to you Yes No"
630,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,187 people found this helpful. Was this review helpful to you Yes No"
631,5,"HD Fire 6 is great for the price! 3,574 people found this helpful. Was this review helpful to you Yes No"
632,,"Unreal performance for 99! I couldn't be happier. 5,842 people found this helpful. Was this review helpful to you Yes No"
633,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,120 people found this helpful. Was this review helpful to you Yes No"
634,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,112 people found this helpful. Was this review helpful to you Yes No"
635,,"Unreal performance for 99! I couldn't be happier. 5,803 people found this helpful. Was this review helpful to you Yes No"
636,,"Unreal performance for 99! I couldn't be happier. 5,816 people found this helpful. Was this review helpful to you Yes No"
637,5,"Unreal performance for 99! I couldn't be happier. 5,829 people found this helpful. Was this review helpful to you Yes No"
638,,"HD Fire 6 is great for the price! 3,550 people found this helpful. Was this review helpful to you Yes No"
639,,"Unreal performance for 99! I couldn't be happier. 5,821 people found this helpful. Was this review helpful to you Yes No"
640,,"Unreal performance for 99! I couldn't be happier. 5,838 people found this helpful. Was this review helpful to you Yes No"
641,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,062 of 10,368 people found this helpful. Was this review helpful to you Yes No"
642,5,"Unreal performance for 99! I couldn't be happier. 5,845 people found this helpful. Was this review helpful to you Yes No"
643,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,138 people found this helpful. Was this review helpful to you Yes No"
644,5,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,213 people found this helpful. Was this review helpful to you Yes No"
645,,"The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 10,153 people found this helpful. Was this review helpful to you Yes No"
646,,"HD Fire 6 is great for the price! 3,525 people found this helpful. Was this review helpful to you Yes No"
647,5,Great upgrade for aesthetics
648,5,The Extra Touch
649,4,Great case with minor design flaws
650,5,"Major fan, didn't buy this because of protection, ..."
651,3,Not all fabric or cloth.
652,5,She loves it
653,5,Great pop of color for a bland looking product!
654,5,Great look for Dot.
655,5,Great upgrade for aesthetics
656,5,This is perfect. A lot of people were commenting that the ...
657,5,Perfect fit for Fire 8 Tablet.
658,5,Great protection for my device
659,5,Five Stars One person found this helpful. Was this review helpful to you Yes No
660,5,Five Stars
661,5,Five Stars
662,5,Perfect for the little ones
663,5,Five Stars
664,5,Five Stars
665,5,Five Stars One person found this helpful. Was this review helpful to you Yes No
666,5,Great case.
667,5,Five Stars
668,5,Amazing for kids!
669,5,"Great basic tablet for Amazon fans 9,"
670,5,"Amazon did it right this time, really enjoying my tablet! (4 updates) -- 4th update has some tips 4,"
671,4,"A great upgrade from the fire 7. A great buy at this price! 1,"
672,5,This Fire Tablet is much Better than the Last one. Please improve the Freetime Experience!
673,5,YES you CAN download apps like KidsYou Tube!
674,5,A nice attempt at making a truly child-friendly tablet
675,5,The perfect kids tablet
676,3,Kindle 8th Generation Kids Bundle
677,5,Fully controllable limits.
678,5,I LOVE this!
679,5,NOT JUST FOR KIDS!
680,3,Loved the concept but execution falls short - and Customer Service was terrible!
681,5,Quite the steal!
682,5,Great upgrade for aesthetics
683,5,The Extra Touch
684,4,Great case with minor design flaws
685,5,"Major fan, didn't buy this because of protection, ..."
686,3,Not all fabric or cloth.
687,5,She loves it
688,5,Great pop of color for a bland looking product!
689,5,Great look for Dot.
690,5,This is perfect. A lot of people were commenting that the ...
691,5,Great upgrade for aesthetics
692,5,"If you want something cheap and very durable, Fire 7 Kids Edition is a perfect choice"
693,5,Parents with young kids - this is worth it
694,5,A Little Explanation on What the Tablet Is
695,4,"Good tablet, could use improvements"
696,5,Great gift for 12yr old girl
697,4,"You Get What You Pay For 31,"
698,5,"Exceptional 7, An Amazon.com official commented on this review"
699,5,Should have bought one years ago!
700,4,"Fun, Durable, only a few minor issues"
701,4,"Decent, inexpensive, entry-level tablet 6, An Amazon.com official commented on this review"
702,5,"A 4.5 star tablet (Updated) 3,"
703,5,This is my 6th Kindle Fire HD ....It's a Love-Hate Relationship
704,4,"Decent, inexpensive, entry-level tablet 5, An Amazon.com official commented on this review"
705,,A 4.5 star tablet (Updated)
706,,"Decent, inexpensive, entry-level tabletAn Amazon.com official commented on this review"
707,,"Has some nice new features, but I'm glad I kept my 2012 KFHD too!"
708,,ExceptionalAn Amazon.com official commented on this review
709,,Kindle Fire HD
710,,You Get What You Pay For
711,5,"A 4.5 star tablet (Updated) 3,149 people found this helpful. Was this review helpful to you Yes No"
712,,"Decent, inexpensive, entry-level tablet 5,942 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
713,,"Decent, inexpensive, entry-level tablet 5,929 of 6,196 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
714,,"A 4.5 star tablet (Updated) 3,146 of 3,316 people found this helpful. Was this review helpful to you Yes No"
715,,"Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,042 people found this helpful. Was this review helpful to you Yes No"
716,,"A 4.5 star tablet (Updated) 3,149 people found this helpful. Was this review helpful to you Yes No"
717,,"Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,044 people found this helpful. Was this review helpful to you Yes No"
718,,"A 4.5 star tablet (Updated) 3,144 of 3,314 people found this helpful. Was this review helpful to you Yes No"
719,,"Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,040 of 3,305 people found this helpful. Was this review helpful to you Yes No"
720,4,"Decent, inexpensive, entry-level tablet 5,946 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
721,4,"Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,044 people found this helpful. Was this review helpful to you Yes No"
722,,"A 4.5 star tablet (Updated) 3,148 people found this helpful. Was this review helpful to you Yes No"
723,,"Decent, inexpensive, entry-level tablet 5,931 of 6,199 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
724,,"Decent, inexpensive, entry-level tablet 5,930 of 6,197 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
725,,"Has some nice new features, but I'm glad I kept my 2012 KFHD too!"
726,,"Decent, inexpensive, entry-level tablet 5,939 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
727,,"Decent, inexpensive, entry-level tablet 5,936 of 6,204 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
728,,"Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,042 of 3,307 people found this helpful. Was this review helpful to you Yes No"
729,4,"Decent, inexpensive, entry-level tablet 5,942 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
730,,"A 4.5 star tablet (Updated) 3,142 of 3,312 people found this helpful. Was this review helpful to you Yes No"
731,,"A 4.5 star tablet (Updated) 3,146 people found this helpful. Was this review helpful to you Yes No"
732,,"Has some nice new features, but I'm glad I kept my 2012 KFHD too!"
733,,"Has some nice new features, but I'm glad I kept my 2012 KFHD too! 3,043 people found this helpful. Was this review helpful to you Yes No"
734,,"Decent, inexpensive, entry-level tablet 5,933 of 6,201 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
735,,"Decent, inexpensive, entry-level tablet 5,936 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
736,,"Decent, inexpensive, entry-level tablet 5,935 of 6,203 people found this helpful. Was this review helpful to you Yes No An Amazon.com official commented on this review"
737,,"A 4.5 star tablet (Updated) 3,143 of 3,313 people found this helpful. Was this review helpful to you Yes No"
738,5,"More evolutionary than revolutionary, but worth the upgrade 11,"
739,5,"A new step forward for me in reading on my Kindle! 9,"
740,3,"Good as a first Paperwhite, not worthy of an upgrade 12,"
741,,"More evolutionary than revolutionary, but worth the upgrade 11,315 of 11,615 people found this helpful. Was this review helpful to you Yes No"
742,,"A new step forward for me in reading on my Kindle! 9,738 of 10,030 people found this helpful. Was this review helpful to you Yes No"
743,,"Good as a first Paperwhite, not worthy of an upgrade 12,279 of 12,779 people found this helpful. Was this review helpful to you Yes No"
744,,"More evolutionary than revolutionary, but worth the upgrade 11,325 of 11,625 people found this helpful. Was this review helpful to you Yes No"
745,,"A new step forward for me in reading on my Kindle! 9,733 of 10,025 people found this helpful. Was this review helpful to you Yes No"
746,,"Good as a first Paperwhite, not worthy of an upgrade 12,284 of 12,784 people found this helpful. Was this review helpful to you Yes No"
747,,"More evolutionary than revolutionary, but worth the upgrade"
748,,A new step forward for me in reading on my Kindle!
749,,"Good as a first Paperwhite, not worthy of an upgrade"
750,4,"Amazon's two Bargain Fire Tablets How good is the 7 model and how do they Compare (And note sound quality limitations) 1,"
751,5,Great tablet for basic use
752,5,IPS screen makes all the difference in the world still no Google app compatibility
753,5,Parkinson's Disabled and LOVES it!
754,5,"A new companion for my Brother With MS 33,"
755,5,"The Smartest of Them All!!! (Check out the video for a quick demo) 11,"
756,5,"Best 50 I ever spent!!!! 3,"
757,5,Alexea Bluetooth speaker
758,5,Outstanding Price Point! An Emotional Moment and The Power of Alexa! - Ordering More Today
759,5,"A huge improvement over last years release and for half the price 5,"
760,1,MAJOR SECURITY FLAW
761,5,"A new companion for my Brother With MS 29,"
762,5,"The Smartest of Them All!!! (Check out the video for a quick demo) 10,"
763,5,"Best 50 I ever spent!!!! 2,"
764,5,"A new companion for my Brother With MS 30,"
765,5,"A new companion for my Brother With MS 28,"
766,5,"Best 50 I ever spent!!!! 1,"
767,5,"This is a steal for 50 as long as you arent expecting a Premium experience. 14,"
768,5,"UPDATED: Incredible Value for Under 50! 11,"
769,4,"Best Value, Especially with Prime, but beware: mine has 2 dead pixels, Works with GH4 + Antutu Benchmarked! 6,"
770,5,"Uber Awesome, In Fact you can even order an Uber ride from it!! 14,"
771,5,"Already very practical for overcoming disability issues 27,"
772,5,She was a beautiful lady here on earth and I am sure she ...
773,5,"Uber Awesome, In Fact you can even order an Uber ride from it!! 13,"
774,5,"Uber Awesome, In Fact you can even order an Uber ride from it!! 11,"
775,5,"Already very practical for overcoming disability issues 26,"
776,5,"Alexa, my love. Thy name is inflexible, but thou art otherwise a nearly perfect spouse. 48,"
777,5,"Uber Awesome, In Fact you can even order an Uber ride from it!! 12,"
778,5,"Already very practical for overcoming disability issues 25,"
779,5,"More evolutionary than revolutionary, but worth the upgrade 11,"
780,5,"A new step forward for me in reading on my Kindle! 9,"
781,3,"Good as a first Paperwhite, not worthy of an upgrade 12,"
782,5,Huge upgrade from the kindle keyboard
783,4,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,"
784,5,"Excellent 3rd-generation tablet that compares favorably to the competition 6,"
785,4,"Kinder Fire, Very Hot!"
786,4,"Nice Tablet with Sharp Display 4,"
787,4,Nice Tablet with Sharp Display
788,,New kindle fire hdx 7# would not let me register
789,,
790,,Nice Tablet with Sharp Display
791,5,Excellent 3rd-generation tablet that compares favorably to the competition
792,5,Excellent 3rd-generation tablet that compares favorably to the competition
793,,Excellent 3rd-generation tablet that compares favorably to the competition
794,,
795,,
796,,
797,,
798,,
799,,
800,,First Kindle
801,,It's Wonderful
802,,Getting To Know You
803,,
804,,
805,,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life"
806,,Not as happy as I was with the standard HD Version
807,,
808,4,Nice Tablet with Sharp Display
809,,
810,,
811,,
812,,Helpp desk is a joke
813,,
814,,Potentially a nice complement to a Kindle Paperwhite
815,,my kindle fireHDX
816,,
817,,
818,,kindle fire HDX
819,,Beware of what you're getting into!
820,,
821,,Nice Tablet with Sharp Display
822,,"Kinder Fire, Very Hot!"
823,5,"Excellent 3rd-generation tablet that compares favorably to the competition 6,424 people found this helpful. Was this review helpful to you Yes No"
824,,"Nice Tablet with Sharp Display 4,260 people found this helpful. Was this review helpful to you Yes No"
825,5,"Excellent 3rd-generation tablet that compares favorably to the competition 6,423 people found this helpful. Was this review helpful to you Yes No"
826,,"Excellent 3rd-generation tablet that compares favorably to the competition 6,419 people found this helpful. Was this review helpful to you Yes No"
827,,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,543 people found this helpful. Was this review helpful to you Yes No"
828,,"Nice Tablet with Sharp Display 4,261 people found this helpful. Was this review helpful to you Yes No"
829,,"Nice Tablet with Sharp Display 4,258 of 4,602 people found this helpful. Was this review helpful to you Yes No"
830,,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,544 people found this helpful. Was this review helpful to you Yes No"
831,4,"Nice Tablet with Sharp Display 4,262 people found this helpful. Was this review helpful to you Yes No"
832,4,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,545 people found this helpful. Was this review helpful to you Yes No"
833,4,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,548 people found this helpful. Was this review helpful to you Yes No"
834,4,"Nice Tablet with Sharp Display 4,263 people found this helpful. Was this review helpful to you Yes No"
835,,"Nice Tablet with Sharp Display 4,262 people found this helpful. Was this review helpful to you Yes No"
836,,"Excellent 3rd-generation tablet that compares favorably to the competition 6,420 people found this helpful. Was this review helpful to you Yes No"
837,5,"Excellent 3rd-generation tablet that compares favorably to the competition 6,426 people found this helpful. Was this review helpful to you Yes No"
838,4,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,547 people found this helpful. Was this review helpful to you Yes No"
839,,"Excellent 3rd-generation tablet that compares favorably to the competition 6,419 of 6,670 people found this helpful. Was this review helpful to you Yes No"
840,,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,545 people found this helpful. Was this review helpful to you Yes No"
841,,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,541 of 19,059 people found this helpful. Was this review helpful to you Yes No"
842,4,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,550 people found this helpful. Was this review helpful to you Yes No"
843,,"Excellent 3rd-generation tablet that compares favorably to the competition 6,418 of 6,669 people found this helpful. Was this review helpful to you Yes No"
844,5,"Excellent 3rd-generation tablet that compares favorably to the competition 6,422 people found this helpful. Was this review helpful to you Yes No"
845,4,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,549 people found this helpful. Was this review helpful to you Yes No"
846,,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,542 of 19,060 people found this helpful. Was this review helpful to you Yes No"
847,,"Nice Tablet with Sharp Display 4,259 of 4,603 people found this helpful. Was this review helpful to you Yes No"
848,,"Excellent 3rd-generation tablet that compares favorably to the competition 6,417 of 6,668 people found this helpful. Was this review helpful to you Yes No"
849,5,"Excellent 3rd-generation tablet that compares favorably to the competition 6,421 people found this helpful. Was this review helpful to you Yes No"
850,4,"Apri 28th update - Good upgrade from last year model-Beautiful Display, Great Device-Fell short on battery life 18,546 people found this helpful. Was this review helpful to you Yes No"
851,4,Nice Tablet with Sharp Display
852,5,Excellent 3rd-generation tablet that compares favorably to the competition
853,5,"The Echo's Little Sister Is AMAZING!! 3,"
854,5,Tap Alexa on the go!
